EntityID,Date,Childcare,Childcare_d,Education,Education_d,Employment,Employment_d,Financial Literacy,Financial Literacy_d,Food Security,Food Security_d,Health Care/Services,Health Care/Services_d,Housing,Housing_d,Income,Income_d,Nutrition,Nutrition_d,Transportation,Transportation_d
57274,2018-10-08,7.0,,2.0,,2.0,,,,,,,,16.0,,4.0,,,,4.0,
57274,2018-10-09,7.0,0.0,3.0,-2.0,8.0,0.0,,,,,,,16.0,1.0,6.0,0.0,,,,
57274,2018-12-24,7.0,0.0,5.0,3.0,8.0,6.0,,,,,,,15.0,-1.0,6.0,2.0,,,,
57277,2018-10-15,2.0,,1.0,,2.0,,7.0,,1.0,,4.0,,7.0,,2.0,,3.0,,3.0,
57278,2018-07-27,2.0,,3.0,,8.0,,10.0,,,,,,,,6.0,,,,4.0,
57283,2018-10-15,7.0,,3.0,,1.0,,5.0,,,,1.0,,7.0,,1.0,,3.0,,3.0,
57284,2018-10-15,7.0,,3.0,,3.0,,5.0,,,,1.0,,7.0,,1.0,,3.0,,3.0,
57287,2018-10-16,7.0,,3.0,,,,10.0,,4.0,,1.0,,8.0,,1.0,,5.0,,5.0,
57289,2019-07-26,7.0,,5.0,,8.0,,9.0,,4.0,,4.0,,17.0,,6.0,,5.0,,5.0,
57290,2018-10-16,7.0,,4.0,,7.0,,11.0,,3.0,,4.0,,13.0,,4.0,,5.0,,5.0,
57292,2018-10-16,7.0,,4.0,,5.0,,7.0,,4.0,,4.0,,15.0,,4.0,,3.0,,4.0,
57295,2018-10-16,7.0,,4.0,,1.0,,1.0,,2.0,,2.0,,3.0,,1.0,,4.0,,3.0,
57296,2018-10-18,7.0,,4.0,,2.0,,4.0,,3.0,,,,3.0,,1.0,,4.0,,2.0,
57296,2020-02-26,7.0,0.0,4.0,0.0,2.0,0.0,1.0,-3.0,2.0,-1.0,2.0,,7.0,4.0,1.0,0.0,4.0,0.0,2.0,0.0
57299,2018-10-18,7.0,,4.0,,1.0,,5.0,,3.0,,5.0,,3.0,,2.0,,4.0,,3.0,
57299,2019-10-10,,,4.0,0.0,1.0,0.0,,,1.0,-2.0,,,,,,,4.0,0.0,5.0,2.0
57300,2018-10-16,7.0,,4.0,,1.0,,9.0,,4.0,,3.0,,7.0,,2.0,,3.0,,5.0,
57301,2018-10-18,7.0,,4.0,,2.0,,5.0,,4.0,,5.0,,15.0,,4.0,,5.0,,3.0,
57302,2018-10-16,7.0,,3.0,,2.0,,11.0,,2.0,,2.0,,3.0,,1.0,,4.0,,2.0,
57304,2018-10-11,2.0,,3.0,,2.0,,,,,,,,3.0,,4.0,,,,4.0,
57305,2018-10-18,7.0,,4.0,,8.0,,11.0,,4.0,,5.0,,16.0,,5.0,,5.0,,4.0,
57307,2018-10-16,5.0,,4.0,,2.0,,8.0,,4.0,,5.0,,7.0,,,,4.0,,5.0,
57307,2019-06-03,2.0,0.0,4.0,0.0,3.0,0.0,,,,,,,3.0,0.0,1.0,0.0,,,3.0,-1.0
57307,2019-11-05,2.0,0.0,3.0,-1.0,3.0,0.0,7.0,-1.0,3.0,-1.0,4.0,-1.0,17.0,14.0,2.0,1.0,3.0,-1.0,4.0,1.0
57308,2018-10-18,7.0,,2.0,,3.0,,9.0,,4.0,,5.0,,15.0,,4.0,,4.0,,5.0,
57309,2018-07-27,,,1.0,,8.0,,12.0,,5.0,,5.0,,3.0,,6.0,,,,5.0,
57310,2018-07-18,7.0,,3.0,,8.0,,10.0,,5.0,,3.0,,17.0,,6.0,,,,5.0,
57312,2018-10-25,7.0,,3.0,,1.0,,,,,,,,7.0,,1.0,,,,3.0,
57312,2019-01-15,7.0,0.0,3.0,0.0,2.0,1.0,,,,,,,7.0,0.0,1.0,0.0,,,4.0,1.0
57314,2018-10-16,,,4.0,,5.0,,11.0,,4.0,,,,7.0,,3.0,,5.0,,2.0,
57315,2018-10-09,7.0,,1.0,,6.0,,5.0,,4.0,,1.0,,10.0,,2.0,,,,4.0,
57316,2018-10-09,7.0,,4.0,,5.0,,7.0,,2.0,,2.0,,10.0,,2.0,,,,1.0,
57317,2018-10-02,7.0,,4.0,,5.0,,7.0,,4.0,,4.0,,10.0,,5.0,,5.0,,1.0,
57319,2018-10-16,7.0,,3.0,,7.0,,6.0,,3.0,,2.0,,7.0,,5.0,,2.0,,3.0,
57329,2019-07-02,7.0,,4.0,,6.0,,4.0,,4.0,,3.0,,10.0,,2.0,,3.0,,3.0,
57333,2018-10-19,3.0,,4.0,,1.0,,9.0,,4.0,,5.0,,7.0,,1.0,,3.0,,4.0,
57333,2018-11-19,7.0,5.0,4.0,0.0,2.0,-1.0,,,,,,,15.0,8.0,2.0,0.0,,,,
57333,2018-11-28,2.0,-1.0,4.0,0.0,3.0,2.0,1.0,-8.0,3.0,-1.0,5.0,0.0,7.0,0.0,2.0,1.0,,,5.0,1.0
57348,2018-11-13,,,,,2.0,,,,,,,,5.0,,1.0,,,,,
57353,2018-10-19,7.0,,3.0,,2.0,,,,,,,,15.0,,1.0,,,,2.0,
57354,2018-10-23,7.0,,2.0,,8.0,,11.0,,3.0,,3.0,,15.0,,6.0,,4.0,,5.0,
57357,2018-10-22,,,4.0,,1.0,,10.0,,3.0,,1.0,,13.0,,2.0,,2.0,,5.0,
57358,2018-10-23,7.0,,2.0,,5.0,,,,,,,,5.0,,1.0,,,,4.0,
57360,2018-10-24,7.0,,4.0,,2.0,,,,,,,,1.0,,1.0,,,,5.0,
57366,2018-10-25,7.0,,2.0,,2.0,,,,,,,,16.0,,1.0,,,,4.0,
57367,2018-07-25,,,4.0,,3.0,,12.0,,5.0,,,,,,4.0,,,,5.0,
57368,2018-10-30,7.0,,5.0,,3.0,,,,,,,,15.0,,1.0,,,,3.0,
57368,2018-10-31,7.0,0.0,5.0,0.0,3.0,-2.0,,,,,,,13.0,-2.0,2.0,-2.0,,,,
57368,2018-12-03,7.0,0.0,4.0,-1.0,2.0,-1.0,9.0,,1.0,,3.0,,6.0,-9.0,1.0,0.0,5.0,,4.0,1.0
57368,2019-02-01,7.0,0.0,5.0,1.0,5.0,3.0,,,,,,,15.0,9.0,4.0,3.0,,,3.0,-1.0
57369,2018-10-23,7.0,,3.0,,5.0,,11.0,,4.0,,3.0,,7.0,,2.0,,4.0,,4.0,
57372,2019-01-02,,,,,,,8.0,,4.0,,4.0,,7.0,,2.0,,4.0,,5.0,
57376,2018-10-29,7.0,0.0,2.0,0.0,2.0,0.0,,,,,,,15.0,0.0,3.0,-2.0,,,,
57376,2018-10-30,7.0,,2.0,,2.0,,,,,,,,7.0,,1.0,,,,4.0,
57376,2018-10-31,7.0,0.0,2.0,0.0,2.0,0.0,,,,,,,15.0,8.0,5.0,4.0,,,5.0,1.0
57379,2018-10-23,,,5.0,,1.0,,9.0,,4.0,,5.0,,7.0,,2.0,,4.0,,5.0,
57379,2019-10-02,,,4.0,-1.0,1.0,0.0,,,3.0,-1.0,,,17.0,10.0,,,4.0,0.0,4.0,-1.0
57383,2018-10-23,,,,,,,10.0,,4.0,,5.0,,15.0,,5.0,,3.0,,5.0,
57384,2018-10-23,7.0,,4.0,,2.0,,1.0,,3.0,,2.0,,,,1.0,,4.0,,1.0,
57385,2018-10-29,7.0,,4.0,,2.0,,,,,,,,1.0,,1.0,,,,2.0,
57386,2018-10-09,7.0,,5.0,,3.0,,,,,,,,3.0,,5.0,,,,3.0,
57386,2019-03-27,,,,,,,,,3.0,,,,3.0,0.0,1.0,-4.0,,,,
57387,2018-10-22,,,4.0,,1.0,,10.0,,2.0,,1.0,,3.0,,,,3.0,,2.0,
57388,2018-10-10,7.0,,3.0,,2.0,,,,,,,,3.0,,1.0,,,,4.0,
57389,2018-11-02,7.0,,5.0,,2.0,,,,,,,,5.0,,1.0,,,,1.0,
57390,2018-11-01,7.0,,2.0,0.0,2.0,0.0,,,,,,,5.0,2.0,1.0,,,,1.0,0.0
57390,2018-11-29,,,2.0,,2.0,,,,,,,,3.0,,,,5.0,,1.0,
57391,2018-11-01,7.0,,4.0,,1.0,,,,,,,,5.0,,1.0,,,,3.0,
57391,2018-11-15,7.0,0.0,4.0,0.0,1.0,0.0,,,,,,,5.0,0.0,1.0,0.0,,,3.0,0.0
57396,2018-11-02,7.0,0.0,3.0,1.0,7.0,0.0,,,,,,,5.0,-2.0,6.0,3.0,,,1.0,-1.0
57396,2018-11-07,7.0,,2.0,,7.0,,9.0,,4.0,,4.0,,7.0,,3.0,,2.0,,2.0,
57397,2018-11-03,7.0,0.0,3.0,-1.0,2.0,0.0,,,,,,,5.0,0.0,1.0,0.0,,,1.0,-1.0
57397,2018-11-07,7.0,,4.0,,2.0,,,,,,,,5.0,,1.0,,,,2.0,
57398,2018-11-04,7.0,,3.0,,5.0,,,,,,,,1.0,,,,,,3.0,
57399,2018-10-22,7.0,,4.0,,2.0,,5.0,,2.0,,1.0,,3.0,,,,2.0,,2.0,
57400,2018-10-24,,,,,2.0,,,,,,,,1.0,,1.0,,,,,
57401,2018-10-24,,,,,3.0,,,,,,,,,,1.0,,,,,
57402,2018-10-22,7.0,,4.0,,2.0,,5.0,,4.0,,5.0,,7.0,,1.0,,4.0,,4.0,
57403,2018-10-24,2.0,,5.0,,2.0,,7.0,,4.0,,4.0,,7.0,,2.0,,3.0,,5.0,
57406,2018-10-24,7.0,,5.0,,3.0,,7.0,,1.0,,5.0,,15.0,,3.0,,,,5.0,
57406,2019-04-29,7.0,0.0,4.0,-1.0,3.0,0.0,,,,,,,15.0,0.0,6.0,3.0,,,,
57409,2018-10-22,7.0,,2.0,,1.0,,10.0,,4.0,,5.0,,8.0,,5.0,,3.0,,5.0,
57414,2018-11-05,7.0,,3.0,,5.0,,,,,,,,5.0,,4.0,,,,5.0,
57414,2019-09-27,7.0,0.0,3.0,0.0,,,11.0,,1.0,,2.0,,17.0,12.0,1.0,-3.0,2.0,,4.0,-1.0
57419,2018-10-25,7.0,,4.0,,2.0,,2.0,,1.0,,1.0,,1.0,,1.0,,1.0,,3.0,
57420,2018-10-25,7.0,,2.0,,2.0,,11.0,,4.0,,5.0,,7.0,,3.0,,4.0,,4.0,
57421,2018-10-25,7.0,,4.0,,3.0,,9.0,,4.0,,2.0,,16.0,,4.0,,4.0,,5.0,
57423,2018-10-25,7.0,,2.0,,,,11.0,,4.0,,5.0,,16.0,,4.0,,4.0,,4.0,
57427,2018-10-26,,,,,,,9.0,,4.0,,5.0,,7.0,,2.0,,5.0,,5.0,
57431,2018-07-18,,,3.0,,8.0,,12.0,,5.0,,5.0,,15.0,,6.0,,,,5.0,
57432,2018-07-17,,,3.0,,8.0,,11.0,,5.0,,4.0,,15.0,,6.0,,,,5.0,
57435,2018-08-29,7.0,,2.0,,8.0,,,,,,,,17.0,,6.0,,,,5.0,
57440,2018-10-29,7.0,,4.0,,2.0,,10.0,,4.0,,1.0,,3.0,,1.0,,3.0,,5.0,
57441,2019-01-30,,,2.0,,,,,,3.0,,4.0,,12.0,,3.0,,5.0,,5.0,
57441,2019-08-01,7.0,,2.0,0.0,8.0,,11.0,,3.0,0.0,,,,,3.0,0.0,,,,
57442,2018-10-29,4.0,,3.0,,2.0,,5.0,,3.0,,4.0,,3.0,,1.0,,5.0,,4.0,
57444,2018-10-29,7.0,,4.0,,8.0,,9.0,,4.0,,4.0,,7.0,,3.0,,5.0,,5.0,
57445,2018-10-29,7.0,,3.0,,7.0,,11.0,,2.0,,3.0,,7.0,,1.0,,5.0,,5.0,
57447,2018-10-29,,,,,3.0,,7.0,,4.0,,2.0,,15.0,,2.0,,2.0,,2.0,
57470,2018-10-26,7.0,,2.0,,3.0,,6.0,,4.0,,4.0,,7.0,,3.0,,5.0,,4.0,
57478,2018-10-31,7.0,,5.0,,2.0,,2.0,,4.0,,5.0,,7.0,,1.0,,3.0,,5.0,
57482,2019-12-24,,,4.0,,3.0,,11.0,,3.0,,1.0,,7.0,,2.0,,5.0,,4.0,
57489,2018-10-31,7.0,,3.0,,5.0,,11.0,,1.0,,2.0,,7.0,,3.0,,2.0,,5.0,
57491,2018-10-31,7.0,,4.0,,5.0,,9.0,,3.0,,1.0,,7.0,,1.0,,4.0,,4.0,
57495,2018-10-31,2.0,,2.0,,2.0,,11.0,,2.0,,3.0,,14.0,,1.0,,5.0,,2.0,
57500,2018-11-01,7.0,,2.0,,3.0,,5.0,,4.0,,3.0,,15.0,,4.0,,5.0,,3.0,
57501,2018-11-01,7.0,,2.0,,3.0,,10.0,,4.0,,1.0,,16.0,,3.0,,5.0,,3.0,
57502,2018-10-19,7.0,,4.0,,5.0,,,,,,,,7.0,,2.0,,,,4.0,
57503,2018-11-15,7.0,,4.0,,5.0,,,,,,,,1.0,,3.0,,,,4.0,
57507,2018-11-02,7.0,,3.0,,3.0,,12.0,,4.0,,5.0,,7.0,,1.0,,4.0,,5.0,
57508,2018-11-02,7.0,,3.0,,2.0,,11.0,,2.0,,1.0,,10.0,,3.0,,5.0,,5.0,
57509,2018-11-02,,,,,3.0,,6.0,,3.0,,2.0,,7.0,,3.0,,3.0,,1.0,
57510,2018-11-02,7.0,,2.0,,5.0,,11.0,,4.0,,2.0,,16.0,,2.0,,5.0,,3.0,
57511,2018-11-02,7.0,,2.0,,2.0,,7.0,,4.0,,2.0,,7.0,,1.0,,5.0,,5.0,
57512,2019-01-24,7.0,,2.0,,6.0,,,,,,,,15.0,,6.0,,,,,
57512,2020-02-03,7.0,0.0,4.0,2.0,,,,,,,,,15.0,0.0,6.0,0.0,,,,
57515,2018-11-02,7.0,,5.0,,2.0,,7.0,,4.0,,,,,,,,,,,
57521,2018-10-30,4.0,,2.0,,1.0,,11.0,,3.0,,1.0,,7.0,,1.0,,4.0,,5.0,
57522,2018-11-02,,,5.0,,1.0,,1.0,,1.0,,,,3.0,,1.0,,,,1.0,
57530,2018-10-02,,,3.0,-1.0,3.0,0.0,,,,,,,15.0,8.0,2.0,0.0,,,,
57530,2018-11-02,4.0,,4.0,,3.0,,9.0,,3.0,,,,7.0,,2.0,,3.0,,4.0,
57537,2018-07-30,,,2.0,,8.0,,12.0,,5.0,,5.0,,17.0,,6.0,,,,5.0,
57543,2018-10-10,,,2.0,0.0,2.0,0.0,,,,,,,16.0,11.0,1.0,0.0,,,,
57543,2018-11-15,7.0,,2.0,,2.0,,,,,,,,5.0,,1.0,,,,3.0,
57544,2019-01-22,7.0,,4.0,,1.0,,1.0,,2.0,,5.0,,15.0,,1.0,,5.0,,5.0,
57544,2020-04-30,7.0,0.0,4.0,0.0,1.0,0.0,,,,,,,16.0,1.0,3.0,2.0,,,,
57545,2018-11-02,7.0,,5.0,,7.0,,11.0,,2.0,,1.0,,7.0,,3.0,,4.0,,4.0,
57547,2018-12-20,7.0,,3.0,,,,5.0,,4.0,,3.0,,7.0,,1.0,,5.0,,3.0,
57549,2018-03-02,7.0,,2.0,,8.0,,1.0,,5.0,,5.0,,7.0,,6.0,,,,5.0,
57550,2018-11-13,7.0,,3.0,,1.0,,,,,,,,5.0,,,,,,3.0,
57551,2018-11-13,7.0,,2.0,,2.0,,,,,,,,1.0,,,,,,3.0,
57552,2018-11-13,7.0,0.0,3.0,-1.0,2.0,-1.0,,,,,,,5.0,0.0,,,,,2.0,0.0
57552,2018-11-20,7.0,,4.0,,3.0,,,,,,,,5.0,,1.0,,,,2.0,
57553,2018-11-16,7.0,,3.0,,2.0,,,,,,,,1.0,,2.0,,,,2.0,
57553,2018-12-10,,,3.0,0.0,1.0,-1.0,5.0,,3.0,,,,,,,,,,,
57553,2019-09-26,7.0,0.0,3.0,0.0,2.0,1.0,,,,,,,1.0,0.0,2.0,0.0,,,5.0,3.0
57554,2018-11-12,,,4.0,,3.0,,,,,,,,5.0,,,,,,3.0,
57555,2018-11-11,,,,,,,,,,,,,5.0,,,,,,,
57556,2018-11-11,7.0,,4.0,,1.0,,,,,,,,5.0,,1.0,,,,1.0,
57557,2018-10-18,7.0,,3.0,,7.0,,,,,,,,15.0,,6.0,,,,4.0,
57557,2019-12-13,7.0,0.0,3.0,0.0,3.0,-4.0,11.0,,3.0,,2.0,,17.0,2.0,2.0,-4.0,4.0,,5.0,1.0
57562,2018-11-13,7.0,,4.0,,2.0,,,,,,,,3.0,,1.0,,,,4.0,
57565,2018-11-09,7.0,0.0,2.0,0.0,5.0,3.0,,,,,,,5.0,0.0,,,,,3.0,0.0
57565,2018-11-27,7.0,,2.0,,2.0,,11.0,,2.0,,3.0,,5.0,,1.0,,5.0,,3.0,
57565,2019-01-09,7.0,0.0,2.0,0.0,2.0,0.0,,,,,,,12.0,11.0,1.0,0.0,,,,
57565,2019-05-22,7.0,0.0,2.0,0.0,2.0,-3.0,,,,,,,1.0,-4.0,,,,,3.0,0.0
57565,2019-05-28,7.0,0.0,2.0,0.0,2.0,0.0,,,,,,,1.0,0.0,1.0,0.0,,,2.0,-1.0
57565,2020-01-28,7.0,0.0,3.0,1.0,2.0,0.0,,,,,,,5.0,-7.0,1.0,0.0,,,3.0,1.0
57566,2018-11-16,7.0,0.0,3.0,0.0,2.0,0.0,,,,,,,5.0,0.0,1.0,0.0,,,5.0,0.0
57566,2018-11-19,7.0,,3.0,,2.0,,,,,,,,5.0,,1.0,,,,5.0,
57568,2018-11-02,2.0,,4.0,,8.0,,10.0,,4.0,,2.0,,15.0,,2.0,,3.0,,4.0,
57573,2018-04-11,,,3.0,,3.0,,1.0,,4.0,,5.0,,20.0,,6.0,,,,4.0,
57573,2019-03-27,7.0,0.0,3.0,0.0,8.0,3.0,,,4.0,0.0,,,20.0,5.0,,,,,5.0,1.0
57573,2019-04-17,7.0,,3.0,0.0,5.0,2.0,,,,,,,15.0,-5.0,2.0,-4.0,,,,
57573,2019-12-11,7.0,0.0,3.0,0.0,5.0,-3.0,11.0,10.0,4.0,0.0,4.0,-1.0,16.0,-4.0,4.0,2.0,5.0,,4.0,-1.0
57573,2020-03-20,7.0,0.0,3.0,0.0,7.0,2.0,,,,,,,16.0,0.0,5.0,1.0,,,,
57574,2018-11-05,7.0,,2.0,,2.0,,11.0,,4.0,,5.0,,7.0,,1.0,,3.0,,5.0,
57575,2018-11-05,7.0,,4.0,,3.0,,12.0,,3.0,,1.0,,7.0,,2.0,,4.0,,5.0,
57576,2018-11-05,7.0,,4.0,,2.0,,7.0,,3.0,,1.0,,1.0,,1.0,,5.0,,4.0,
57577,2018-11-06,7.0,,2.0,,2.0,,11.0,,4.0,,3.0,,14.0,,4.0,,3.0,,5.0,
57577,2018-12-26,7.0,0.0,2.0,0.0,2.0,0.0,,,,,,,7.0,-7.0,4.0,0.0,,,5.0,0.0
57579,2018-11-06,7.0,,4.0,,3.0,,11.0,,4.0,,5.0,,7.0,,2.0,,5.0,,5.0,
57588,2018-08-28,,,1.0,,7.0,,,,5.0,,5.0,,,,4.0,,,,5.0,
57589,2018-08-22,,,3.0,,2.0,,6.0,,5.0,,4.0,,16.0,,,,,,5.0,
57593,2018-08-27,,,4.0,,5.0,,11.0,,,,5.0,,14.0,,6.0,,,,5.0,
57600,2018-11-06,7.0,,3.0,,7.0,,2.0,,3.0,,1.0,,10.0,,1.0,,5.0,,2.0,
57601,2018-11-06,7.0,,2.0,,5.0,,7.0,,4.0,,3.0,,10.0,,3.0,,5.0,,5.0,
57603,2018-11-06,7.0,,4.0,,7.0,,1.0,,,,,,10.0,,1.0,,,,2.0,
57604,2018-11-06,,,,,5.0,,4.0,,4.0,,,,10.0,,3.0,,4.0,,4.0,
57605,2018-11-05,7.0,,4.0,,2.0,,6.0,,3.0,,1.0,,4.0,,1.0,,2.0,,4.0,
57609,2018-11-07,7.0,,2.0,,2.0,,7.0,,4.0,,4.0,,3.0,,1.0,,3.0,,4.0,
57610,2018-11-07,7.0,,3.0,,3.0,,11.0,,4.0,,4.0,,7.0,,2.0,,3.0,,4.0,
57615,2018-11-09,7.0,,3.0,,1.0,,11.0,,3.0,,5.0,,15.0,,4.0,,4.0,,4.0,
57620,2019-11-06,,,5.0,,3.0,,,,,,,,,,,,,,,
57624,2018-11-08,7.0,,3.0,,2.0,,9.0,,2.0,,1.0,,3.0,,2.0,,2.0,,4.0,
57625,2018-11-08,7.0,,2.0,,2.0,,7.0,,3.0,,1.0,,3.0,,1.0,,,,3.0,
57625,2019-06-19,7.0,0.0,2.0,0.0,8.0,6.0,,,,,,,1.0,-2.0,1.0,0.0,,,3.0,0.0
57630,2018-08-28,,,2.0,,8.0,,12.0,,5.0,,5.0,,17.0,,6.0,,,,5.0,
57631,2018-08-03,,,2.0,,8.0,,10.0,,,,5.0,,17.0,,6.0,,,,,
57632,2018-08-06,,,5.0,,8.0,,10.0,,5.0,,4.0,,9.0,,6.0,,,,5.0,
57633,2018-08-02,,,3.0,,8.0,,11.0,,4.0,,4.0,,,,5.0,,,,4.0,
57638,2018-07-25,,,4.0,,8.0,,12.0,,5.0,,5.0,,10.0,,6.0,,,,1.0,
57644,2018-11-09,6.0,,2.0,,2.0,,9.0,,1.0,,4.0,,7.0,,1.0,,4.0,,4.0,
57647,2018-11-09,2.0,,2.0,,,,9.0,,3.0,,3.0,,7.0,,4.0,,3.0,,4.0,
57650,2018-11-26,2.0,,4.0,,3.0,,,,,,,,3.0,,2.0,,,,4.0,
57661,2019-09-05,7.0,,3.0,,8.0,,,,,,,,12.0,,2.0,,,,5.0,
57661,2020-08-24,7.0,0.0,4.0,1.0,8.0,0.0,,,,,,,,,2.0,0.0,,,4.0,-1.0
57663,2018-11-12,7.0,,,,5.0,,9.0,,4.0,,2.0,,,,,,5.0,,4.0,
57665,2018-02-20,7.0,,3.0,,2.0,,12.0,,5.0,,5.0,,20.0,,6.0,,,,5.0,
57666,2018-11-12,7.0,,4.0,,2.0,,9.0,,4.0,,3.0,,7.0,,1.0,,3.0,,5.0,
57667,2018-03-19,,,2.0,,3.0,,1.0,,5.0,,4.0,,15.0,,4.0,,,,5.0,
57668,2018-04-02,7.0,,3.0,,8.0,,3.0,,5.0,,3.0,,17.0,,6.0,,,,5.0,
57670,2018-11-26,7.0,,4.0,,7.0,,,,,,,,5.0,,1.0,,,,5.0,
57670,2018-11-27,,,3.0,-1.0,7.0,0.0,,,,,,,5.0,0.0,,,,,4.0,-1.0
57671,2018-11-12,7.0,,4.0,,2.0,,11.0,,4.0,,5.0,,7.0,,1.0,,3.0,,5.0,
57672,2018-11-12,7.0,,4.0,,8.0,,11.0,,4.0,,3.0,,7.0,,2.0,,3.0,,3.0,
57676,2018-11-20,7.0,,1.0,,2.0,,,,,,,,5.0,,2.0,,,,2.0,
57676,2018-11-22,7.0,0.0,1.0,0.0,2.0,0.0,,,,,,,5.0,0.0,2.0,0.0,,,1.0,-1.0
57676,2019-05-21,7.0,0.0,1.0,0.0,1.0,-1.0,,,,,,,13.0,8.0,2.0,0.0,,,5.0,4.0
57680,2018-11-13,7.0,,4.0,,8.0,,6.0,,1.0,,4.0,,,,,,5.0,,5.0,
57680,2018-12-10,7.0,0.0,4.0,0.0,8.0,0.0,,,,,,,15.0,,4.0,,,,3.0,-2.0
57682,2018-11-13,7.0,,4.0,,3.0,,9.0,,4.0,,4.0,,7.0,,2.0,,4.0,,4.0,
57684,2018-11-29,7.0,0.0,2.0,-2.0,2.0,0.0,,,,,,,5.0,4.0,1.0,0.0,,,1.0,-3.0
57684,2019-01-02,7.0,0.0,3.0,0.0,2.0,0.0,,,,,,,5.0,0.0,1.0,0.0,,,2.0,0.0
57684,2019-04-01,,,4.0,1.0,2.0,0.0,5.0,,4.0,,4.0,,1.0,-4.0,,,5.0,,4.0,2.0
57684,2019-05-15,7.0,0.0,3.0,1.0,2.0,0.0,,,,,,,1.0,-4.0,,,,,3.0,2.0
57685,2018-11-30,7.0,0.0,3.0,1.0,2.0,-5.0,,,,,,,5.0,4.0,1.0,-5.0,,,1.0,-2.0
57685,2018-12-03,7.0,,3.0,,5.0,,,,,,,,5.0,,1.0,,,,2.0,
57685,2019-04-16,7.0,0.0,2.0,-1.0,3.0,1.0,1.0,,1.0,,4.0,,1.0,-4.0,1.0,0.0,3.0,,2.0,1.0
57685,2019-04-17,7.0,0.0,2.0,-1.0,7.0,2.0,,,,,,,1.0,-4.0,6.0,5.0,,,3.0,1.0
57685,2019-05-15,7.0,0.0,3.0,1.0,2.0,-1.0,,,,,,,1.0,0.0,,,,,3.0,1.0
57685,2020-03-02,7.0,0.0,2.0,-1.0,3.0,1.0,,,3.0,2.0,,,13.0,12.0,1.0,0.0,,,,
57686,2018-11-29,7.0,,4.0,,3.0,,,,,,,,5.0,,1.0,,,,2.0,
57687,2018-11-13,7.0,,4.0,,2.0,,6.0,,2.0,,5.0,,9.0,,1.0,,4.0,,4.0,
57687,2019-02-27,7.0,0.0,4.0,0.0,7.0,5.0,4.0,-2.0,4.0,2.0,3.0,-2.0,15.0,6.0,3.0,2.0,,,4.0,0.0
57688,2018-11-13,4.0,,1.0,,3.0,,12.0,,4.0,,5.0,,7.0,,1.0,,5.0,,5.0,
57691,2018-02-16,,,3.0,,2.0,,3.0,,5.0,,5.0,,,,2.0,,,,4.0,
57692,2018-02-28,7.0,,2.0,,7.0,,,,5.0,,,,20.0,,6.0,,,,5.0,
57693,2018-03-07,7.0,,2.0,,8.0,,12.0,,5.0,,5.0,,17.0,,6.0,,,,5.0,
57695,2018-09-21,6.0,,3.0,,7.0,,,,,,,,3.0,,4.0,,,,5.0,
57695,2019-07-16,4.0,-2.0,3.0,0.0,,,11.0,,4.0,,5.0,,17.0,14.0,2.0,-2.0,4.0,,5.0,0.0
57696,2018-02-28,7.0,,3.0,,8.0,,3.0,,5.0,,5.0,,15.0,,6.0,,,,4.0,
57701,2018-11-30,7.0,,5.0,,2.0,,,,,,,,5.0,,1.0,,,,1.0,
57702,2018-11-23,,,,,,,,,,,,,5.0,,,,,,,
57703,2018-03-26,7.0,,4.0,,3.0,,3.0,,4.0,,3.0,,7.0,,1.0,,,,1.0,
57703,2018-11-23,7.0,0.0,,,2.0,-3.0,,,,,,,1.0,-4.0,,,,,3.0,0.0
57703,2019-01-09,7.0,0.0,4.0,0.0,5.0,2.0,,,,,,,5.0,-2.0,5.0,4.0,,,3.0,2.0
57706,2018-12-03,7.0,,2.0,,2.0,,,,,,,,5.0,,1.0,,,,2.0,
57708,2018-11-13,7.0,,,,1.0,,11.0,,1.0,,1.0,,1.0,,1.0,,4.0,,5.0,
57709,2018-01-31,7.0,,4.0,,4.0,,2.0,,5.0,,5.0,,15.0,,2.0,,,,5.0,
57710,2018-02-16,7.0,,2.0,,8.0,,12.0,,5.0,,5.0,,15.0,,4.0,,,,5.0,
57711,2018-10-11,4.0,,4.0,,7.0,,,,,,,,3.0,,4.0,,,,4.0,
57711,2019-02-06,4.0,0.0,4.0,0.0,3.0,-4.0,9.0,,4.0,,4.0,,15.0,12.0,3.0,-1.0,4.0,,5.0,1.0
57723,2018-11-15,,,3.0,,2.0,,11.0,,2.0,,4.0,,3.0,,1.0,,4.0,,2.0,
57725,2018-03-28,7.0,,5.0,,7.0,,3.0,,5.0,,4.0,,17.0,,6.0,,,,5.0,
57725,2019-03-27,7.0,0.0,5.0,0.0,7.0,0.0,,,4.0,-1.0,3.0,-1.0,17.0,0.0,,,,,5.0,0.0
57726,2018-11-14,7.0,,4.0,,3.0,,11.0,,2.0,,3.0,,7.0,,2.0,,3.0,,5.0,
57729,2018-11-14,7.0,,4.0,,2.0,,11.0,,1.0,,2.0,,7.0,,2.0,,4.0,,2.0,
57730,2018-11-14,7.0,,4.0,,3.0,,9.0,,3.0,,,,3.0,,4.0,,,,2.0,
57730,2020-03-10,7.0,0.0,4.0,0.0,3.0,0.0,,,,,,,,,2.0,-2.0,,,2.0,0.0
57731,2018-11-14,,,4.0,,1.0,,11.0,,4.0,,1.0,,7.0,,1.0,,5.0,,4.0,
